id,feature,role,sub_feature,severity,dimension,premium_blocker,current_layer,target_gap,file,evidence,recommendation,verdict,verdict_conf,orig_severity,calibrated,cal_verdict,cal_real
P036,Alerts / Signals,coach,Detail panel action consistency (Confirm / Focus area don't close),medium,nielsen,False,2,"Consistent, predictable panel dismissal after every action.",src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:975-1035,"In panelActions, pattern 'Confirm' (line 988-993) and insight 'Create focus area' (line 1004-1009) do NOT setOpenRowId(null), while 'Address'/'Dismiss'/'Acknowledge' DO close the panel. So after Confirm the panel stays open on a row whose state changed; after 'Create focus area' the handler navigates via router.push but the open sheet lingers during the transition. Inconsistent close behavior across sibling actions.","Make panel-action close behavior consistent — close (or explicitly keep open with a reflected state change) for every action; confirm-in-place should update the visible status, not leave a stale row open.",,,medium,no,,
P037,Alerts / Signals,coach,Empty state CTA (all-clear),medium,completeness,False,2,Empty state offers the actionable CTA its own copy points to.,src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:1310-1315,"The /alerts all-clear EmptyState passes only title + description ('Your players are on track. Scan the team to check for anything new.') with NO `action` node. The copy tells the coach to 'Scan the team' but the empty state itself has no Scan button — the Scan control lives up in the toolbar, disconnected from the instruction. Gate B2 wants the empty-state CTA to do something.",Add an action to the empty state — a Scan Team button (reuse ScanTeamControl) so the suggested next action is one tap away from where the instruction appears.,,,medium,no,,
P038,Alerts / Signals,coach,Error notice microcopy,low,microcopy,False,2,"Specific, on-brand error title (not the banned generic phrase).",src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:1148-1162,"The inline error renders title=""Something went wrong"" with body 'Could not load signals. Try refreshing.' The criteria C6/Nielsen #9 explicitly call out 'Something went wrong' as the banned non-premium error title. The body is fine; the title is the generic placeholder.","Replace the title with a specific one, e.g. 'Couldn’t load your signals' (the body already explains + the Try again action retries). Avoid the generic 'Something went wrong' headline.",,,low,no,,
P039,Alerts / Signals,coach,Compact-card action overflow on mobile,medium,mobile,False,2,No action-row overflow/clip at 360px in compact/table views.,src/components/fairway/cards-insight/InsightCard.tsx:366-369,Compact variant renders actions in a trailing 'flex shrink-0 items-center gap-1.5' cluster. On the patterns source that's FOUR buttons (Confirm/Address/Resolve/Dismiss) and even insights have THREE; with shrink-0 + a title beside them on a 360px viewport the cluster cannot wrap and will overflow / clip in table view and grouped-compact rows.,"Allow the compact action cluster to collapse to an overflow menu (kebab) on narrow viewports, or drop to the lowest-priority actions inline + a 'More' menu. Don't keep 4 shrink-0 buttons next to the title on mobile.",,,medium,no,,
P040,Alerts / Signals,coach,KPI tile group / grouping landmark semantics,low,a11y,False,2,Labelled grouping for the KPI band and grouping control.,"src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:1088-1096,1258-1273","The 3-up MetricCard grid has no group label/region, and the 'Group' Segmented control sits in a bare flex row; the metric tiles read as three disconnected figures to AT. The grouped sections do use aria-labelledby (good), but the summary band and the group-by control lack a labelled grouping/region.",Wrap the KPI tiles in a labelled region (e.g. role=group aria-label='Signal summary') and ensure the group-by Segmented has its label associated; minor but it raises the surface to the a11y polish bar.,,,low,no,,
P041,Patterns,coach,Pattern card — open detail panel (keyboard),high,a11y,True,2,Every interactive control must be fully keyboard operable (WCAG 2.1.1). The card's primary 'open detail' affordance is mouse-only today.,"src/components/fairway/cards-insight/InsightCard.tsx:243-245,397-408","const interactiveProps = interactive ? { tabIndex: 0, role: 'button' as const } : {}; — the card renders <article role=""button"" tabIndex=0 onClick={() => setOpenRowId(row.id)}> but there is NO onKeyDown/onKeyUp handler anywhere in InsightCard (grep confirms none). A native <article> with role=button does not fire onClick on Enter/Space.","Add an onKeyDown handler that calls the click handler on Enter and Space (and preventDefault on Space), or render the interactive surface as a real <button>/wrap the title in a <button>. Ensure the focusable element exposes an accessible name.",confirmed,high,critical,yes,mis-severed,True
P042,Patterns,coach,Pattern card — action buttons vs card click target,high,a11y,True,2,No nested interactive controls; each control performs exactly one action. Today the row's click target and its buttons collide.,"src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:842-919,958-960","InsightCard is rendered with interactive + onClick={() => setOpenRowId(row.id)} (role=""button""), and its `actions` slot contains real <Button> elements (Confirm/Address/Resolve/Dismiss) whose onClick handlers (handleConfirmPattern etc.) never call e.stopPropagation(). Result: a <button> nested inside a role=button article (ARIA 4.1.2 nested-interactive violation) AND clicking 'Resolve' both resolves the pattern and bubbles up to open the detail sheet.","Do not make the whole card role=button while it also hosts action buttons. Either (a) make only a non-action region (overline/title) the open-detail trigger, or (b) stopPropagation in each action handler and drop role=button from the article when actions are present. Resolve the nested-interactive violation.",confirmed,high,critical,yes,mis-severed,True
P043,Patterns,coach,Confirm / Address / Resolve / Dismiss — pending + double-submit guard,high,states,False,2,"Layer 3 requires guarded, visibly-pending mutations; today actions are fire-and-forget with no in-flight affordance.","src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:271,594-630","const [, startActionTransition] = useTransition(); — the isPending boolean is discarded. All four pattern lifecycle handlers run inside startActionTransition but no button receives busy/disabled. A coach can click 'Resolve' twice before the optimistic removal lands, firing resolvePattern twice.",Capture isPending from useTransition (or a per-row in-flight Set) and set busy/disabled on the row's action buttons while the mutation is in flight; the Fairway Button already supports busy with a spinner + aria-busy.,,,high,no,,
P044,Patterns,coach,Per-row pattern action feedback (visibility of system status / undo),medium,nielsen,True,2,Layer 3 requires immediate visible feedback + undo on consequential actions; pattern triage gives neither.,"src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:617-630,1163-1167",setNotice (the success InlineNotice) is ONLY called inside runBulk (insights-only). handleAddressPattern/handleResolvePattern/handleDismissPattern optimistically remove the row (removePatternOptimistic) with no toast and no undo; handleConfirmPattern flips the row silently. A coach who taps 'Resolve' sees the pattern vanish with zero confirmation and no way to undo.,"Emit a success notice/toast on each per-row pattern action (e.g. ""Pattern resolved"") and offer an Undo that restores lifecycle_state (the optimistic snapshot `prev` is already captured and could power it). Honors Nielsen #1 (status) and #3 (control & freedom).",confirmed,high,high,yes,mis-severed,True
P045,Patterns,coach,Validate pattern — notes / severity / create-focus-area (sub-feature completeness),high,completeness,False,2,Layer 3 requires implied sub-features to exist; the validate workflow's notes/focus-area/severity are implemented server-side but dead in the UI.,src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:594-615,"handleConfirmPattern calls validatePattern(p.id, { isAccurate: true, severity: p.severity }) — it hard-codes severity to the DB column (which is 'medium' for ~all rows) and never passes `notes` or `createFocusArea`. The action (pattern-management.ts validatePattern lines 464-499) supports coach notes (resolution_notes), an explicit severity, and createFocusAreaFromPatternInternal, but none of that is reachable from the live UI.","Surface a confirm affordance that lets the coach (optionally) set severity, add a note, and check 'create a focus area' — wiring the existing validatePattern parameters. At minimum pass the DERIVED priority instead of the always-'medium' p.severity so confirmation doesn't write a misleading severity.",,,high,no,,
P046,Patterns,coach,"View toggle — ""Table"" view",medium,ui-foundation,False,2,C4 'Tables' + match-to-real-world: a control labeled Table must produce a table or not claim to.,"src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:214-218,1372-1375","VIEW_OPTIONS includes { value: 'table', label: 'Table' }, but the table branch renders `rows.map((r) => renderCard(r, { compact: true }))` — a flat list of compact cards. There is no <table>, no sticky header, no columns, no consistent row grid, no multi-select.","Either implement a real table (sticky header, column headers, aligned cells, row hover, the criterion C4 contract) or rename the option to something honest like 'Compact'/'List'.",,,medium,no,,
P047,Patterns,coach,Group control — no-op in Table view,medium,wiring,False,2,Every control must have an effect in the state it is shown; the Group toggle is inert in Table view.,"src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:785-786,1258-1273","grouped = !smartDefaultActive && (view === 'grouped' || (view === 'feed' && groupBy !== 'none')); — so in view==='table' `grouped` is always false. Yet the Group segmented control (By player / By category / Flat) is still rendered whenever `!loading && rows.length>0 && !smartDefaultActive`, including Table view, where changing groupBy has zero visible effect.","Hide the Group control in Table view (it only applies to feed/grouped), or make Table honor groupBy. A control that visibly does nothing fails Nielsen consistency + the no-dead-UI gate.",,,medium,no,,
P048,Patterns,coach,Selection / bulk-action chrome exposed but unreachable for patterns,medium,wiring,False,2,Sub-feature completeness: insights get bulk + multi-select; patterns silently get none despite the same toolbar.,"src/components/fairway/pages/coachhelm/FairwayCoachHelmSignals.tsx:314-315,1037-1065,1142-1144","The SignalsToolbar is wired with selectedCount={selectedIds.size}/onClearSelection and the Toolbar reserves a whole bulk-action bar slot, but on patterns bulkActions is undefined (bulkActions = !isPatterns ? (...) : undefined) and NO pattern card ever exposes a checkbox to populate selectedIds. So patterns can never enter selection mode — a bulk capability that visibly exists in the shared toolbar contract is dead on this surface.","Either add per-row selection + a patterns bulk-action set (e.g. bulk dismiss/address), or document/inert the selection contract for patterns so the workspace isn't carrying invisible dead bulk chrome. Patterns triage across a roster is exactly where bulk would help.",,,medium,no,,
